"Channel ID","Channel Label","Well ID","Well Label","Compound ID","Compound Name","Experiment","Dose [pM]","Dose Label","Start timestamp [µs]","Duration [µs]","Spike Count","Spike Frequency [Hz]"
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",165525500,30500,4,98.361
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",169329300,85400,9,93.677
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",169441700,27500,4,109.091
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",173109400,31000,5,129.032
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",176922600,34100,4,87.977
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",181085500,25800,4,116.279
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",184950700,43100,4,69.606
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",185029300,109300,10,82.342
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",188882000,44800,5,89.286
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",188999700,31800,6,157.233
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",189056700,64400,7,93.168
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",192820500,56900,5,70.299
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",192934500,67300,6,74.294
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",196824400,26300,4,114.068
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",208928600,108000,12,101.852
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",212610400,112900,13,106.289
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",216703500,45200,5,88.496
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",220824100,121100,12,90.834
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",220972700,44800,5,89.286
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",224711800,42700,4,70.258
